SID,Name,Major
729,Bakoury,South Florida Institute of Technology
730,Bal,La Belle Beauty School
731,Balaji,Boca Beauty Academy-Parkland
732,Balakrishna,Bryant & Stratton College-Bayshore
733,Baldev,Rogers State University
734,Baljinder,Branford Hall Career Institute-Windsor Campus
735,Bam,Westmont College
736,Bambi,Chipola College
737,Bambie,Aviation Institute of Maintenance-Las Vegas
738,Bamby,North-West College-Pasadena
739,Bang,Oxnard College
740,Bao,Wright State University-Main Campus
741,BaoMinh,Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary
742,Barb,Strayer University-Baymeadows Campus
743,Barbabra,Vanguard College of Cosmetology-Slidell
744,Barbara,Aurora University
745,Barbara-anne,Collin County Community College District
746,Barbaraanne,Brightwood College-Arlington
747,Barbe,Great Plains Technology Center
748,Barbee,Cape Girardeau Career and Technology Center
749,Barbette,Texas Barber Colleges & Hairstyling Schools Branch Campus #2
750,Barbey,Southern Technical College
751,Barbi,Harford Community College
752,Barbie,Dewey University-Carolina
753,Barbra,Aviation Institute of Maintenance-Kansas City
754,Barby,Paul Mitchell the School-Honolulu
755,Bari,Anoka-Ramsey Community College-Cambridge Campus
756,Baris,Beauty Schools of America
757,Barlas,Ross Medical Education Center-Kokomo
758,Barnes,Oklahoma Baptist University
759,Barney,Virginia Beach Theological Seminary
760,Barrie,Pensacola State College
761,Barry,Brown Mackie College-Louisville
762,Barsha,Ross Medical Education Center-Ontario
763,Bart,Praxis Institute
764,Barton,Cambridge Institute of Allied Health & Technology
765,Baruk,Annenberg School of Nursing
766,Base,Career Academy of Hair Design
767,Basheer,Miami Regional University
768,Basia,SUNY at Fredonia
769,Basil,Mansfield Beauty Schools-Springfield
770,Bassam,Concordia Seminary
771,Bathsheba,International Air and Hospitality Academy
772,Batsheva,Skagit Valley College
773,Bawn,Dorsey Business Schools-Saginaw
774,Bcs,United States Military Academy
775,Bcspatch,Denham Springs Beauty School
776,Bea,Sanford-Brown College-Mendota Heights
777,Beana,Iowa School of Beauty-Marshalltown
778,Beata,The Art Institute of Cincinnati-AIC College of Design
779,Beate,Carnegie Institute
780,Beatrice,Ponce Health Sciences University
781,Beatrisa,The Professional Hair Design Academy
782,Beatrix,Susquehanna County Career and Technology Center
783,Beatriz,Northeastern State University
784,Beau,Luckes Beauty Academy LLC
785,Beaumont,Southeastern College-West Palm Beach
786,Beb,American Jewish University
787,Bebe,University of Minnesota-Twin Cities
788,Becca,Stevens-Henager College
789,Becka,Brown Mackie College-Phoenix
790,Becki,FIDM-Fashion Institute of Design & Merchandising-San Diego
791,Beckie,Ohio University-Zanesville Campus
792,Becky,UCAS University of Cosmetology Arts & Sciences-Harlingen
793,Bedford,Dorsey Business Schools-Waterford Pontiac
794,Bee,Kansas Wesleyan University
795,Begum,Tidewater Community College
796,Behdad,Triangle Tech Inc-Greensburg
797,Behnam,Marlboro College
798,Behrouz,Virginia Sewing Machines and School Center
799,Behzad,Calumet College of Saint Joseph
800,Beilul,Raphael's School of Beauty Culture Inc-Brunswick
801,Beitris,National American University-Brooklyn Center
802,Bekki,Paul Mitchell the School-Normal
803,Bel,South University-West Palm Beach
804,Bela,Dental Assistant Pro-Lebanon
805,Belen,Compu-Med Vocational Careers Corp
806,Belia,Pennco Tech-Bristol
807,Belicia,St Clair County Community College
808,Belinda,Texas State University
809,Belissa,Oregon College of Oriental Medicine
810,Belita,Rasmussen College-Fort Myers
811,Bell,Sacred Heart Seminary and School of Theology
812,Bella,Pensacola School of Massage Therapy & Health Careers
813,Bellanca,Ohio Media School-Valley View
814,Belle,Paul Mitchell the School-Cleveland
815,Belleville,Penn Commercial Business/Technical School
816,Bellina,Lake Tahoe Community College
817,Bello,Arrojo Cosmetology School
818,Belva,Tennessee College of Applied Technology-McKenzie
819,Belvia,Columbia College - Lemoore
820,Ben,Northeast Ohio Medical University
821,Bendite,Lawrence University
822,Benedetta,Broken Arrow Beauty College-Tulsa
823,Benedicta,Missouri Baptist University
824,Benedikta,InterCoast Colleges-Carson
825,Benefits,Richland College
826,Benetta,Aviation Institute of Maintenance-Indianapolis
827,Bengt,Interactive College of Technology-Chamblee
828,Benita,University of Puerto Rico-Rio Piedras
829,Benjamin,Anne Arundel Community College
830,Benne,Aviation Institute of Maintenance-Las Vegas
831,Bennesa,Swedish Institute a College of Health Sciences
832,Bennet,Summit Academy Opportunities Industrialization Center
833,Bennett,Educators of Beauty College of Cosmetology-La Salle
834,Benni,Anderson University
835,Bennie,House of Heavilin Beauty College-Academy of Beauty Professionals
836,Benny,Harcum College
837,Benoit,Ricci's Academy of Cosmetology
838,Benoite,Le Cordon Bleu College of Culinary Arts-Seattle
839,Benthem,Brightwood Career Institute-Philadelphia
840,Bep,Ferrum College
841,Beppie,Tompkins Cortland Community College
842,Berangere,Jacksonville University
843,Berenice,South Suburban College
844,Beret,Huertas College
845,Berger,Brightwood College-San Antonio-Ingram
846,Berget,Be'er Yaakov Talmudic Seminary
847,Berna,Pensacola School of Massage Therapy & Health Careers
848,Bernadene,Canada College
849,Bernadette,Maryland Beauty Academy of Essex
850,Bernadina,The Beauty Institute
851,Bernadine,Assemblies of God Theological Seminary
852,Bernard,Escuela de Peritos Electricistas de Isabela Inc
853,Bernardina,Paul Mitchell the School-Cincinnati
854,Bernardine,Gene Juarez Academy of Beauty-Mountlake Terrace
855,Bernardo,Oglala Lakota College
856,Bernd,Elevate Salon Institute
857,Bernelle,University of Alaska Anchorage
858,Berneta,Pontifical Catholic University of Puerto Rico-Mayaguez
859,Bernete,Dewey University-Fajardo
860,Bernetta,Pasco-Hernando State College
861,Bernette,Jose Maria Vargas University
862,Bernhard,Reading Hospital School of Health Sciences
863,Berni,Pacific Rim Christian University
864,Bernice,Euphoria Institute of Beauty Arts & Sciences-Summerlin
865,Bernie,Long Island Nail & Skin Care Institute
866,Bernita,West Virginia University Hospital Departments of Rad Tech and Nutrition
867,Berny,Clinton Essex Warren Washington BOCES
868,Berri,Southwest Tennessee Community College
869,Berrie,Marietta College
870,Berry,Olney Central College
871,Bert,Menlo College
872,Berta,Central Pennsylvania Institute of Science and Technology
873,Berte,Universal Technology College of Puerto Rico
874,Bertha,CUNY Hostos Community College
875,Berthe,Lehigh University
876,Berti,Illinois State University
877,Bertie,Victor Valley Beauty College Inc
878,Bertina,Rocky Mountain University of Health Professions
879,Bertine,Remington College-Lafayette Campus
880,Berton,Empire Beauty School-Maine
881,Bertrand,Alliant International University-Irvine
882,Berty,Martin University
883,Beryl,The Art Institute of Pittsburgh-Online Division
884,Beryle,South Puget Sound Community College
885,Bess,Ace Institute of Technology
886,Bessie,University of West Los Angeles
887,Bessy,California Hair Design Academy
888,Beth,Baltimore School of Massage-Linthicum
889,Bethanne,Beaumont Adult School
890,Bethany,Studio Academy of Beauty
891,Bethena,The Academy of Radio and TV Broadcasting
892,Bethina,Professional Technical Institution Inc
893,Betsey,Capital University
894,Betsy,Pennsylvania Institute of Health and Technology
895,Betta,Keiser University-Pembroke Pines
896,Bette,Clear Creek Baptist Bible College
897,Bette-ann,Alvin Community College
898,Betteann,University of Wisconsin-Oshkosh
899,Betteanne,Fortis Institute-Nashville
900,Betti,Trinity Lutheran Seminary
901,Bettie,Latin Beauty Academy
902,Bettina,Paul Mitchell the School-Orlando
903,Bettine,Dallas Christian College
904,Bettink,Atlanta Metropolitan State College
905,Betty,John Paolo's Xtreme Beauty Institute-Goldwell Product Artistry
906,Betty-Ann,Compu-Med Vocational Careers Corp
907,Betty-Anne,Southern Careers Institute-Austin
908,Bettye,Instituto Tecnologico de Puerto Rico-Recinto de San Juan
909,Beulah,Cortiva Institute-Seattle
910,Bev,Southern Careers Institute-Pharr
911,Beverie,New Beginnings Beauty Academy
912,Beverlee,Montessori Casa International
913,Beverley,Montgomery Beauty School
914,Beverlie,Court Reporting Institute of St Louis
915,Beverly,Marian University
916,Bevvy,Empire Beauty School-Kennesaw
917,Bevyn,California Institute of Integral Studies
918,Bhagvat,Career Center of Southern Illinois
919,Bhal,Marion Technical College
920,Bhanu,Instituto Tecnologico de Puerto Rico-Recinto de Ponce
921,Bharat,Indian Capital Technology Center-Muskogee
922,Bhupendra,Fulton-Montgomery Community College
923,Bhupinder,The Christ College of Nursing and Health Sciences
924,Bianca,Indiana Massage College
925,Bianka,National American University-Ellsworth AFB Extension
926,Bibbie,Northern Essex Community College
927,Bibby,University of Arkansas Community College-Batesville
928,Bibbye,The Illinois Institute of Art-Chicago
929,Bibi,Tennessee College of Applied Technology-Shelbyville
930,Biddie,Altierus Career College-Houston Hobby
931,Biddy,Empire Beauty School-Stone Park
932,Bidget,Globe University-La Crosse
933,Bihari,High Plains Technology Center
934,Bijan,Johns Hopkins University
935,Bili,Strayer University-Center City Campus
936,Bill,Strayer University-Woodbridge Campus
937,Billi,University of Phoenix-Pennsylvania
938,Billie,Elegance International
939,Billy,Pomona Unified School District Adult and Career Education
940,Billye,Centro de Estudios Multidisciplinarios-Humacao
941,Bin,Ilisagvik College
942,Bina,Celebrity School of Beauty
943,Bing,MTI College
944,Binh,University of Washington-Seattle Campus
945,Binni,University of Phoenix-Puerto Rico
946,Binnie,Atlanta Metropolitan State College
947,Binny,California State University-Channel Islands
948,Biplab,Loyola University New Orleans
949,Bird,The Salon Professional Academy-Onalaska
950,Birdie,Academy of Hair Design-Grenada
951,Birendra,Parkland College
952,Birgit,Troy University-Support Locations
953,Birgitta,Great Plains Technology Center
954,Birgitte,Western State Colorado University
955,Birmingham,Bethlehem College & Seminary
956,Biswajit,Southern Texas Careers Academy
957,Bjorn,Wesleyan College
958,Blaine,Brittany Beauty Academy
959,Blair,Texas State University
960,Blaire,Nebraska Methodist College of Nursing & Allied Health
961,Blaise,Ross Medical Education Center-Charleston
962,Blake,Northwest Vista College
963,Blakelee,University of California-Davis
964,Blakeley,Albany Medical College
965,Blanca,Pearl River Community College-Forrest County Center
966,Blanch,Columbia College
967,Blancha,Lubbock Christian University
968,Blanche,Brown Mackie College-Louisville
969,Blinni,Tricoci University of Beauty Culture-Danville
970,Blinnie,Withlacoochee Technical College
971,Blinny,Lee College
972,Bliss,Trocaire College
973,Blisse,Champion Beauty College
974,Blithe,Averett University-Non-Traditional Programs
975,Blondell,Mid-America Technology Center
976,Blondelle,Southern Arkansas University Main Campus
977,Blondie,Capstone College
978,Blondy,Porter and Chester Institute of Canton
979,Blythe,Otsego Area BOCES-Practical Nursing Program
980,Bnr,Arcadia University
981,Bnrecad,The Art Institutes International-Minnesota
982,Bnrtor,Virginia College-Augusta
983,Bo,River Valley Cosmetology Institute
984,Bob,Sikeston Career and Technology Center
985,Bobb,University of Maryland-College Park
986,Bobbe,Northwest University-College of Adult and Professional Studies
987,Bobbee,Rob Roy Academy-New Bedford
988,Bobbette,Point Loma Nazarene University
989,Bobbi,Kiamichi Technology Center-Durant
990,Bobbie,UCAS University of Cosmetology Arts & Sciences-Harlingen
991,Bobby,Davenport University-Flint Location
992,Bobbye,Blake Austin College
993,Bobette,Fortis College-Montgomery
994,Bobina,Columbia College - Crystal Lake Campus
995,Bobine,Harris School of Business-Wilmington Campus
996,Bobinette,Altierus Career College-Tacoma
997,Bodo,Beacon College
998,Boer,Southern Careers Institute-San Antonio
999,Bogdan,College of the Sequoias
1000,Bonita,Elmira College
1001,Bonnar,Louisiana State University Health Sciences Center-New Orleans
1002,Bonnee,University of Phoenix-Arizona
1003,Bonni,House of Heavilin Beauty College-Kansas City
1004,Bonnibelle,Knowledge Systems Institute
1005,Bonnie,Vanderbilt University
1006,Bonny,University of the Rockies
1007,Bora,Palladium Technical Academy
1008,Boris,Virginia College-Jackson
1009,Bosiljka,Hazelden Betty Ford Graduate School of Addiction Studies
1010,Bqb,University of Mississippi Medical Center
1011,Brad,Southern California Institute of Architecture
1012,Bradley,Midfield Institute of Cosmetology
1013,Brahmananda,Trinity College of Florida
1014,Bram,Siena College
1015,Bran,Salon Success Academy-Redlands
1016,Brana,Cardinal Stritch University
1017,Brand,Altierus Career College-Thornton
1018,Brandais,Washington County Career Center-Adult Technical Training
1019,Brande,Bowdoin College
1020,Brandea,Wongu University of Oriental Medicine
1021,Brandi,Lexington Theological Seminary
1022,Brandice,Latin Beauty Academy
1023,Brandie,Pennco Tech-Bristol
1024,Brandise,University of Oregon
1025,Brandon,Holy Cross College
1026,Brandy,Butte Academy of Beauty Culture
1027,Brant,K & G 5 Star Barber College
1028,Breanne,Trend Setters' Academy of Beauty Culture-Louisville
1029,Brear,Rochester Community and Technical College
1030,Brechtje,Lincoln Technical Institute-Lowell
1031,Bree,Birthwise Midwifery School
1032,Breena,Advance Beauty College
1033,Bregitte,Harrison College-Terre Haute
1034,Brekel,Bethel University
1035,Bren,Graceland University - Independence
1036,Brena,Texas A&M University-Texarkana
1037,Brend,SUNY at Binghamton
1038,Brenda,Rend Lake College
1039,Brendan,Keiser University-Sarasota
1040,Brenn,Purdue University - Purdue Polytechnic Columbus
1041,Brenna,Hair Academy II
1042,Brennan,Newschool of Architecture and Design
1043,Brent,New England Law-Boston
1044,Brenton,National American University-Austin South
1045,Bret,Wyotech-Laramie
1046,Breton,Yahweh Beauty Academy
1047,Brett,Maryland Beauty Academy
1048,Bria,Branford Hall Career Institute-Springfield Campus
1049,Brian,West Kentucky Community and Technical College
1050,Briana,International College of Cosmetology
1051,Brianna,Arizona State University-Skysong
1052,Brianne,Chester County Intermediate Unit
1053,Bride,Nichols College
